censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0162,-8.7911,0.6296296296296298,0.0186,4.7405,0.6666666666666667,0.9639,0.9446,0.0178,0.0292,64.1916,0.678082191780822,EE1
0.1,0.18,0.0295,0.8491,0.41355932203389834,0.0328,12.2743,0.423780487804878,0.9143,0.8748,0.0292,0.0501,71.2848,0.405189620758483,EE2
0.1,0.27,0.0414,-3.4017,0.3454106280193237,0.046,7.4363,0.3456521739130435,0.8588,0.7992,0.0429,0.0688,60.5221,0.32122093023255816,EE3
0.1,0.36,0.0552,-0.728,0.3206521739130435,0.061,9.6946,0.3114754098360656,0.7877,0.7108,0.0556,0.0894,60.8759,0.27964205816554816,EE4
0.3,0.07,0.0176,2.017,0.6534090909090908,0.0243,41.1305,0.7119341563786008,0.9669,0.9497,0.0172,0.0295,70.8416,0.7186440677966102,EE1
0.3,0.14,0.0305,6.2451,0.4786885245901639,0.0405,41.1041,0.47654320987654325,0.9259,0.8913,0.0287,0.0487,69.6928,0.47843942505133474,EE2
0.3,0.21,0.0439,3.5867,0.38041002277904323,0.0581,36.9492,0.3734939759036145,0.8741,0.82,0.0424,0.068,60.4047,0.36470588235294116,EE3
0.3,0.28,0.0579,5.0416,0.3523316062176166,0.0758,37.4891,0.3364116094986807,0.8137,0.7439,0.0551,0.0878,59.3534,0.32118451025056943,EE4
0.5,0.05,0.0188,3.7888,0.776595744680851,0.0327,80.4573,0.8746177370030581,0.9724,0.958,0.0181,0.029,59.7724,0.8448275862068966,EE1
0.5,0.1,0.0321,15.8416,0.5233644859813085,0.0525,89.1689,0.56,0.9371,0.909,0.0277,0.0467,68.5814,0.5417558886509636,EE2
0.5,0.15,0.0476,11.4645,0.4705882352941176,0.0771,80.5441,0.4721141374837873,0.8944,0.849,0.0427,0.0677,58.5942,0.45937961595273263,EE3
0.5,0.2,0.0627,9.7846,0.42902711323763953,0.1015,77.6084,0.4167487684729064,0.8431,0.7812,0.0571,0.0877,53.4249,0.40592930444697833,EE4
0.7,0.03,0.023,-0.6515,1.4521739130434783,0.0609,162.8116,1.4302134646962232,0.9781,0.9677,0.0232,0.0312,34.4968,1.3878205128205128,EE1
0.7,0.06,0.0379,18.7672,0.8311345646437994,0.0976,205.4533,0.8637295081967212,0.9516,0.93,0.0319,0.0495,54.9909,0.8222222222222222,EE2
0.7,0.09,0.0538,23.733,0.62453531598513,0.139,219.6837,0.6575539568345323,0.9199,0.885,0.0435,0.0692,59.0954,0.6184971098265896,EE3
0.7,0.12,0.0701,24.2973,0.5691868758915835,0.1895,235.8436,0.604221635883905,0.8878,0.8411,0.0564,0.0893,58.2528,0.5643896976483762,EE4
