censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0168,-2.526,0.6071428571428572,0.0257,48.7148,0.6070038910505836,0.9458,0.9347,0.0173,0.056,224.5091,0.625,EE1
0.1,0.18,0.0291,0.758,0.4742268041237113,0.0421,45.6703,0.4679334916864608,0.8822,0.8551,0.0289,0.0892,208.5218,0.42937219730941706,EE2
0.1,0.27,0.0399,-0.2234,0.418546365914787,0.0557,39.2012,0.3877917414721724,0.813,0.7707,0.04,0.1158,189.2403,0.3272884283246978,EE3
0.1,0.36,0.0488,1.4214,0.35450819672131145,0.0674,40.1095,0.3323442136498516,0.7378,0.6826,0.0481,0.138,187.0349,0.25869565217391305,EE4
0.3,0.07,0.0182,6.5691,0.7032967032967032,0.041,140.2979,0.7317073170731707,0.9528,0.9434,0.0171,0.054,216.4392,0.737037037037037,EE1
0.3,0.14,0.0308,5.5843,0.5551948051948052,0.0666,128.213,0.5165165165165164,0.897,0.8732,0.0292,0.0862,195.154,0.505800464037123,EE2
0.3,0.21,0.0427,7.9404,0.4098360655737705,0.0892,125.3494,0.3890134529147982,0.8348,0.7975,0.0396,0.1126,184.4621,0.3703374777975133,EE3
0.3,0.28,0.0531,4.5946,0.39359698681732574,0.1095,115.6593,0.3470319634703196,0.7677,0.7185,0.0508,0.1357,167.446,0.32940309506263815,EE4
0.5,0.05,0.0201,6.2722,1.0597014925373134,0.0648,242.2764,1.037037037037037,0.961,0.9533,0.0189,0.0531,180.1893,1.0131826741996233,EE1
0.5,0.1,0.0319,17.8884,0.5673981191222571,0.0954,252.5998,0.590146750524109,0.9179,0.9005,0.0271,0.078,188.1865,0.5705128205128205,EE2
0.5,0.15,0.0445,16.6375,0.4876404494382023,0.1318,245.8053,0.4833080424886192,0.8684,0.8396,0.0381,0.1049,175.0506,0.46043851286939946,EE3
0.5,0.2,0.056,15.815,0.4321428571428571,0.163,236.9544,0.4061349693251533,0.8145,0.7745,0.0484,0.128,164.5477,0.4,EE4
0.7,0.03,0.024,-28.297,1.5208333333333333,0.1365,308.4502,1.4036630036630036,0.9704,0.9647,0.0334,0.0541,61.7056,1.3696857670979667,EE1
0.7,0.06,0.0367,25.4374,0.8882833787465938,0.1968,571.8071,0.9136178861788617,0.9395,0.9281,0.0293,0.076,159.4205,0.8855263157894737,EE2
0.7,0.09,0.0536,17.8487,0.7667910447761194,0.3064,573.1983,0.7960182767624021,0.9011,0.8785,0.0455,0.105,130.5744,0.7142857142857143,EE3
0.7,0.12,0.0695,26.9806,0.6201438848920863,0.4445,711.8914,0.6679415073115861,0.862,0.8305,0.0548,0.1325,141.9343,0.6037735849056604,EE4
