censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0133,-4.4744,0.6165413533834587,0.0249,78.9585,0.6305220883534136,0.9458,0.9302,0.0139,0.0594,327.5634,0.6498316498316499,EE1
0.1,0.18,0.0234,-4.6967,0.48290598290598286,0.0403,64.2242,0.43176178660049624,0.8822,0.8515,0.0245,0.0945,285.2744,0.4095238095238095,EE2
0.1,0.27,0.0321,-5.5891,0.44859813084112155,0.0544,60.3156,0.3713235294117647,0.813,0.7679,0.034,0.126,270.9064,0.32619047619047614,EE3
0.1,0.36,0.0408,-6.0811,0.4411764705882352,0.0674,55.3101,0.35459940652818994,0.7378,0.6798,0.0434,0.1541,254.7892,0.28812459441920835,EE4
0.3,0.07,0.0139,1.2629,0.6978417266187051,0.0418,203.755,0.7129186602870814,0.9528,0.9393,0.0138,0.0565,310.5893,0.720353982300885,EE1
0.3,0.14,0.0242,-2.888,0.5619834710743802,0.0684,174.4026,0.5102339181286549,0.897,0.8691,0.0249,0.0903,262.4153,0.49612403100775193,EE2
0.3,0.21,0.0344,0.0951,0.4912790697674418,0.093,170.9444,0.39999999999999997,0.8348,0.7939,0.0343,0.1208,251.8809,0.3973509933774834,EE3
0.3,0.28,0.0438,0.4948,0.4360730593607306,0.1166,167.7144,0.34819897084048024,0.7677,0.714,0.0435,0.1488,241.697,0.3434139784946237,EE4
0.5,0.05,0.0157,6.8728,0.8853503184713376,0.0669,356.3314,1.0254110612855007,0.961,0.9498,0.0147,0.0544,270.857,0.9926470588235294,EE1
0.5,0.1,0.026,8.5403,0.6461538461538462,0.1049,337.7522,0.671115347950429,0.9179,0.8947,0.024,0.0841,251.1061,0.6599286563614745,EE2
0.5,0.15,0.0369,16.743,0.5555555555555556,0.146,362.1359,0.5335616438356164,0.8684,0.8338,0.0316,0.1142,261.4873,0.5245183887915937,EE3
0.5,0.2,0.0452,12.1368,0.4889380530973452,0.1797,346.1924,0.4284919309961046,0.8145,0.7692,0.0403,0.1382,243.0452,0.4204052098408104,EE4
0.7,0.03,0.0186,24.3592,1.252688172043011,0.1361,811.8473,1.3034533431300515,0.9704,0.9624,0.0149,0.0524,250.9215,1.282442748091603,EE1
0.7,0.06,0.0292,34.0682,0.8356164383561644,0.2099,864.5358,0.8885183420676512,0.9395,0.9224,0.0218,0.0775,256.1306,0.8619354838709677,EE2
0.7,0.09,0.0416,35.0482,0.6346153846153847,0.3176,930.0757,0.6712846347607053,0.9011,0.8738,0.0308,0.1052,241.2779,0.6397338403041825,EE3
0.7,0.12,0.055,35.9529,0.6236363636363635,0.4826,1092.4681,0.610857853294654,0.862,0.8248,0.0405,0.1362,236.6161,0.6013215859030837,EE4
