wb_mse_ipcw,wb_cindex_ipcw,rf_mse_ipcw,wb_y_pred_X_point,rf_y_pred_X_point,ijk_var_pred_X_point,ijk_var_biased_X_point,jk_ab_var_pred_X_point,bootstrap_var_pred_X_point
0.21218974146721695,0.6333636968048022,0.2095130094032609,0.6839240317361825,0.6796662673293795,0.004235511715336135,0.01413836605028551,0.00593492835907624,0.0
0.20081979524957075,0.6722220157360886,0.20268385540873085,0.6871186139365743,0.656734631381875,0.0014946407784233008,0.006495215596347373,0.002238641834806737,0.0
0.20791373784018122,0.6563487123173501,0.20955855382239197,0.6839950943137715,0.6971589730321316,0.0011106059869350048,0.004266399692132485,0.0017636262697252412,0.0
0.2102251885080667,0.6361596060679152,0.20672188744536474,0.6832720842882305,0.6610918979798706,0.00193602523345183,0.007844812999777084,0.0026201810043912314,0.0
0.21132650353184784,0.6091230737821028,0.2117134152740279,0.6958811772666542,0.7027273271577953,0.004711172981550764,0.01677477103589027,0.0061375801816945345,0.0
0.2065687017403952,0.6440220341678917,0.2060567313731262,0.6948607040189544,0.7036631766989692,0.002342068976754738,0.008224480253827783,0.0033852786634977674,0.0
0.2057974450831132,0.6491146221776786,0.2037788626173106,0.6967630936447811,0.6733620597348203,0.00418676475237844,0.014146325806537609,0.005337064360937005,0.0
0.2077810106802977,0.6488921740484139,0.20285731582563646,0.6805957979623974,0.653854707855468,0.001306029080716106,0.006344721554092584,0.001949830419986722,0.0
0.21230144813615687,0.6434084288937826,0.20701003327647105,0.697698117940546,0.6948663886818236,0.0030491182398901103,0.009763455257715287,0.003940262070057805,0.0
0.2143750253676273,0.6348710315116841,0.2122857663563947,0.6837681603839482,0.6505604656751643,0.002489079811273701,0.009423613179995198,0.003798389867936125,0.0
0.2037712664079773,0.6475190062182204,0.20828842632663966,0.6953176109930148,0.7192196901528056,0.0006861244472778387,0.00460218453163915,0.0015884486360690335,0.0
0.2213816208157406,0.6309778737647485,0.213099045719004,0.6857314896444557,0.6438274855622894,0.0018009124907659626,0.00864730684694453,0.002377435532233253,0.0
0.20016190322183466,0.6620734866489388,0.19745756288786548,0.7033634209572961,0.651214984672222,0.0008822352775305995,0.004092307231454547,0.0013541247842873425,0.0
0.21801864044950447,0.6397515989720745,0.20621859084316535,0.7075582642091128,0.7270150911168398,0.00110985953901416,0.0055859171075710685,0.0019699974600882525,0.0
0.21546165357789854,0.6440647244541496,0.20705256048522666,0.6925332946754388,0.6894497251385058,0.0024289518498817313,0.00787342647948013,0.002799903954083853,0.0
0.21635659847528033,0.6310578999583643,0.2123787415159194,0.6830806946727587,0.6504507959463443,0.0018677980390934441,0.0071372032221642175,0.002322629519838944,0.0
0.21314903481330869,0.6441770562419216,0.2150523911029501,0.697076391708821,0.6633898808627878,0.001026712156487784,0.003901728333501982,0.0012188830297710541,0.0
0.20170341906263606,0.6431750910892965,0.19914368716617944,0.6989576758119753,0.6925557003249405,0.0020452922752878895,0.009150446831931532,0.0029346075974761975,0.0
0.207622343892039,0.6463223710222724,0.20788004294928472,0.6842611197498593,0.6485190728887578,0.0025469203439051702,0.010273451839651076,0.0027475773120010562,0.0
0.20396860623905305,0.6562338666981485,0.2051596404336526,0.684803080319475,0.6549020629110296,0.002624278147096334,0.010790547124715218,0.0030266717676580464,0.0
0.21536520997980263,0.6320173459449873,0.21423693413517556,0.6847694072434599,0.722424822183292,0.0008036079440897652,0.00354306351539107,0.001472589488160739,0.0
0.21116124702674052,0.6516090509219931,0.21150860444394073,0.6858088543505739,0.6830684190873193,0.0013837150501412425,0.005602731426817056,0.0020147378950578906,0.0
0.2134337617211183,0.6252670870398428,0.213424457441229,0.6997041862927742,0.7443824427676898,0.0017099780231587514,0.005271414813205424,0.0018411888704932449,0.0
0.21605475776666547,0.6337420676955939,0.21125521912707054,0.6859430515282439,0.7285972715406547,0.0024969575419090924,0.009424711182042718,0.0033661895063711936,0.0
0.20735113844663108,0.6457500578387365,0.2085560944179239,0.6979814856626819,0.6418214654122713,0.0051083074231962206,0.020475845751103363,0.008000815884231634,0.0
0.21847259119677398,0.6370688014190712,0.2117016127046403,0.7047078138683368,0.6958856325031768,0.003738439770936488,0.013393044323459185,0.004547417627649417,0.0
0.21361894858192396,0.6322084749552913,0.2129214074289108,0.7001859710688265,0.6326012332251932,0.0018377693181076326,0.009244825076857572,0.0017805740573967627,0.0
0.199650467094445,0.657559135677171,0.2039072462988924,0.6927480640255589,0.6953380100194955,0.0019089322203071956,0.008953451939998226,0.002598879605558003,0.0
0.21931098976230978,0.6224896177876298,0.2171098904047133,0.7122328151497339,0.7704984041283177,0.0012998083280899514,0.006421775953588983,0.002131272820816427,0.0
0.20990021467136927,0.6452683317688002,0.207556695954236,0.7082505978906753,0.6656093215387997,0.0012601437838891966,0.0059315935308249116,0.00227360273077188,0.0
0.21662849220485944,0.651334478804082,0.2156510530923295,0.6763073182824152,0.5897076846556901,0.0018369038561431052,0.0072384930475789646,0.0027406811329877753,0.0
0.21357413986757492,0.6294978208133448,0.21727960404828667,0.6939070194771912,0.6147831033350662,0.001583581798730708,0.006604903795953758,0.002265284933437535,0.0
0.20709084118213836,0.6462709247414469,0.21290270907975697,0.7009301641578649,0.7154858982458193,0.000227478328693154,0.0020052616804445604,0.0005287457740184402,0.0
0.21840171625298604,0.6396539922330831,0.22055291248871337,0.7089130907795236,0.6487392968409954,0.0011316888293042135,0.006128211692479788,0.0017567406669249403,0.0
0.21201493215942155,0.6369049089849113,0.21053345920528416,0.702393098656303,0.6296973388566891,0.0022081491069323427,0.012785817905988317,0.0030144555570677,0.0
0.21961510068909562,0.6425329321285858,0.22339639523409388,0.6840605344475088,0.6788925613003489,0.0007418062724273023,0.0038056234707847295,0.001222230779183737,0.0
0.21373484675331905,0.6444609051892322,0.21756951924150703,0.7058309226866633,0.6641683636919717,0.0013313171456568948,0.006182613010931354,0.0020295111092721706,0.0
0.2174153629975627,0.6425490909475374,0.20909372069712817,0.7199801878594516,0.697014946507589,0.004879600942465957,0.019225020604572665,0.0070678345738363485,0.0
0.2156116609100091,0.636925623948499,0.21494733716021164,0.7012107536350617,0.6948681824796659,0.000830273814329774,0.0033412830876534366,0.0010238321955228589,0.0
0.20786008942768233,0.6439962006474645,0.21090278599601306,0.708337560144662,0.686931928416381,0.003061896980632449,0.009942417549088128,0.004040763324507729,0.0
0.20714015186201115,0.6518711372977696,0.20847164013506153,0.6965290545213219,0.6902573742325845,0.003201681369944526,0.011772870592552293,0.0046911796752199236,0.0
0.21164345478151886,0.6376641888915917,0.21112423214196846,0.701900443234102,0.7145836909466441,0.0012709640125458882,0.007488317881038638,0.0018071520099734867,0.0
0.2161433018001831,0.6219504631394113,0.21222695457107446,0.6872129321529841,0.647576713447813,0.0014252082093786423,0.004958030542433737,0.0015652015674181155,0.0
0.21010054553908958,0.6371672824906137,0.21535616076125066,0.6978277924673654,0.6234321775899773,0.0015054305051890905,0.005478814667456843,0.001458305189383567,0.0
0.21766192848559,0.6397968118838212,0.21850800030945414,0.69543096892787,0.6811430031463634,0.0014699441461694012,0.005130723375198728,0.0020872091941847182,0.0
0.21003333048786688,0.6239925970747927,0.2109430466618853,0.6872686004690196,0.6365617644653921,0.0078985480464074,0.019747050438324667,0.008448260797703,0.0
0.21253086525249504,0.6507635751222592,0.20911758513563278,0.6912151907561814,0.6719504494390958,0.002744190701281975,0.009524863280241968,0.0035138714967154535,0.0
0.22038503338937335,0.6336788166065781,0.22512623710498314,0.7053871271116992,0.6695667251113262,0.000709602647498097,0.00419905189083043,0.000698747423795971,0.0
0.21698172117795797,0.6212996568398625,0.21324923560266948,0.6855390052350854,0.671388351895269,0.004674660220550554,0.01855310764020922,0.007277188530464464,0.0
0.20666669864378906,0.6392735760472466,0.20818781337278247,0.686840470441483,0.5806975749392044,0.002870604905270957,0.010439532258912807,0.002997363420984037,0.0
0.2027079309384855,0.6460552918670531,0.20388981790632138,0.6889710305372376,0.5677028279541828,0.0026268050968088243,0.009374448961160752,0.0027560587378797005,0.0
0.20524487480495718,0.6627579972817894,0.21523423395212046,0.6702514078071122,0.6833148796502744,0.0013334090847136881,0.006236424502807745,0.00197192535314737,0.0
0.2072236858106755,0.6437066554094547,0.2034326659845061,0.7105187391021536,0.712078633175377,0.0005392192689307968,0.001860952912472331,0.0008154068401058476,0.0
0.21896133569443332,0.6393703794447716,0.21709027130443115,0.6862728046630956,0.6195754113517121,0.0019230701209749842,0.016988992894402966,0.004009885030162547,0.0
0.2068290710224889,0.6328240927387078,0.20266388939881802,0.6937132132509536,0.7265093734980549,0.0008156377508077772,0.004275022716612053,0.0015000793023482806,0.0
0.21679946819448473,0.6352201182421741,0.2224923975397393,0.671254831158656,0.6888573718563025,0.0004146168910831871,0.0021629688266505127,0.0007728346369031626,0.0
0.20705224448037685,0.6513187221553977,0.20264475805416898,0.6951913072672381,0.722660410000654,0.0014829478641925475,0.006946893304799319,0.001998486517302568,0.0
0.20943065783103249,0.6444804940927407,0.20943578118802192,0.6807398424376752,0.6159740669060414,0.006973510225147497,0.028854057680066547,0.008219937786590144,0.0
0.21277983749368473,0.6428205138133087,0.2109167862475444,0.6878790464820688,0.636251785539179,0.002552532689700393,0.009289592988387154,0.0037604963637005526,0.0
0.2125065483639857,0.636714689420165,0.21227111066047535,0.6872377562038822,0.5720796176789817,0.004666050748254994,0.021200339788857395,0.005984540027911794,0.0
0.2194072684706277,0.6455748252564774,0.21123784884936292,0.6848900253164906,0.643843403310863,0.0014692395704336888,0.008743034062182629,0.0023678064812303213,0.0
0.20513296734771574,0.6361131044837746,0.20943841267221694,0.6828812773736906,0.594211228794007,0.003123145227921148,0.011507201739735311,0.004530528249517404,0.0
0.22235663048445573,0.6159552304891204,0.21107036086953535,0.692494887337956,0.7343288324401478,0.0009482932844313468,0.00500798232361736,0.0015100637602485124,0.0
0.20742995241020726,0.6424508784335156,0.20810557921888445,0.682176366210203,0.6920268398966873,0.0008908702298612509,0.004726978159340958,0.0013563565275955527,0.0
0.22376750938705692,0.6138017245009401,0.2171058592686863,0.7026123341779105,0.745803927178408,0.0014212133729296795,0.005645493124412541,0.0015917197604760807,0.0
0.21147483774539133,0.6496098490118987,0.21761915131696632,0.6895005618793465,0.6990112995857576,0.0014342120992737037,0.007816803513787671,0.0020886860269152575,0.0
0.20246095061423913,0.6534960414074571,0.20311895187797555,0.6953340909787262,0.7148881317393445,0.0011728626908804498,0.003987029725706952,0.0017450592473208836,0.0
0.21496844478246488,0.6436926582123199,0.21530322459396525,0.6960592248385338,0.6974613775863985,0.00169808819288774,0.006891421675446883,0.002587651409889728,0.0
0.21298607868391933,0.6277062696528621,0.21611152679131734,0.678894939599992,0.6990570330752203,0.0026062199580797456,0.007915280278337924,0.00314940471702182,0.0
0.21026050848364583,0.6415751618476929,0.21033943362426355,0.6779078138678579,0.6291887521002536,0.0022151317401065927,0.008915837115206418,0.0031686286716443336,0.0
