censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0128,-1.2047,0.4140625,0.0183,41.0004,0.4426229508196721,0.9639,0.9414,0.013,0.0394,204.0624,0.4923857868020305,EE1
0.1,0.18,0.0234,-9.3334,0.39316239316239315,0.0324,25.7453,0.36419753086419754,0.9143,0.8715,0.0258,0.068,163.4791,0.3514705882352941,EE2
0.1,0.27,0.0341,-7.1682,0.3929618768328446,0.0464,26.5356,0.3599137931034483,0.8588,0.7986,0.0367,0.0955,160.3171,0.32460732984293195,EE3
0.1,0.36,0.0461,-7.3083,0.37744034707158347,0.0629,26.4598,0.34022257551669316,0.7877,0.7089,0.0497,0.126,153.2245,0.2984126984126984,EE4
0.3,0.07,0.0139,5.1145,0.5107913669064749,0.0288,118.1743,0.607638888888889,0.9669,0.9459,0.0132,0.0381,188.8663,0.6246719160104987,EE1
0.3,0.14,0.0248,-1.2017,0.4314516129032258,0.0494,96.6387,0.45951417004048584,0.9259,0.8869,0.0251,0.0649,158.1372,0.4576271186440678,EE2
0.3,0.21,0.0363,0.3851,0.4297520661157025,0.0722,99.5468,0.3975069252077562,0.8741,0.8182,0.0362,0.0918,153.8347,0.3856209150326797,EE3
0.3,0.28,0.0482,-1.8767,0.3900414937759336,0.0942,91.9518,0.3322717622080679,0.8137,0.7398,0.0491,0.1198,144.0676,0.32136894824707846,EE4
0.5,0.05,0.0154,5.5626,0.8896103896103896,0.0441,202.5786,0.9183673469387755,0.9724,0.9546,0.0146,0.037,154.0569,0.9000000000000001,EE1
0.5,0.1,0.0263,6.9666,0.5057034220532319,0.0739,200.7985,0.5331529093369418,0.9371,0.9026,0.0246,0.0613,149.1686,0.5301794453507341,EE2
0.5,0.15,0.0395,9.2025,0.4886075949367089,0.1077,197.4825,0.4623955431754874,0.8944,0.8442,0.0362,0.0875,141.7781,0.4651428571428572,EE3
0.5,0.2,0.0524,10.046,0.43702290076335876,0.1448,204.1351,0.3874309392265193,0.8431,0.7772,0.0476,0.1146,140.6224,0.38830715532286214,EE4
0.7,0.03,0.0182,26.7873,0.9890109890109889,0.0871,505.5488,1.1515499425947187,0.9781,0.9642,0.0144,0.0364,152.775,1.096153846153846,EE1
0.7,0.06,0.0307,33.8078,0.6612377850162866,0.1473,541.3547,0.7325186693822132,0.9516,0.9239,0.023,0.0587,155.5717,0.7103918228279387,EE2
0.7,0.09,0.0453,21.9885,0.6666666666666667,0.2161,481.8666,0.6760758907913004,0.9199,0.878,0.0371,0.0835,124.9477,0.6479041916167665,EE3
0.7,0.12,0.0576,32.9427,0.5243055555555556,0.2928,575.7691,0.5160519125683061,0.8878,0.8355,0.0433,0.106,144.6554,0.5,EE4
