censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0202,-7.9629,0.6732673267326733,0.0229,4.3904,0.6812227074235807,0.9639,0.9498,0.022,0.0306,39.394,0.6862745098039217,EE1
0.1,0.18,0.0364,-2.069,0.4807692307692308,0.0397,6.9125,0.4861460957178842,0.9143,0.8793,0.0372,0.0515,38.534,0.47184466019417476,EE2
0.1,0.27,0.051,0.2593,0.3921568627450981,0.055,8.1851,0.40909090909090906,0.8588,0.8062,0.0508,0.0701,37.8703,0.37375178316690444,EE3
0.1,0.36,0.0667,-1.7727,0.32983508245877063,0.0719,5.8386,0.3407510431154381,0.7877,0.7159,0.068,0.0901,32.6544,0.3052164261931188,EE4
0.3,0.07,0.0224,-9.8468,0.8883928571428572,0.0288,15.8302,0.8819444444444444,0.9669,0.9543,0.0248,0.032,28.9911,0.8687499999999999,EE1
0.3,0.14,0.0385,3.1471,0.5506493506493506,0.0464,24.4712,0.5668103448275863,0.9259,0.8955,0.0373,0.0518,38.8913,0.5482625482625483,EE2
0.3,0.21,0.0553,10.2597,0.4358047016274864,0.0657,30.9179,0.4444444444444445,0.8741,0.8268,0.0502,0.0724,44.3511,0.4226519337016574,EE3
0.3,0.28,0.0717,6.1944,0.3891213389121339,0.0849,25.6857,0.38633686690223795,0.8137,0.7486,0.0675,0.0924,36.7921,0.3668831168831169,EE4
0.5,0.05,0.0239,-25.0442,1.1966527196652719,0.0361,13.4439,1.1412742382271468,0.9724,0.9635,0.0319,0.032,0.3103,1.13125,EE1
0.5,0.1,0.0422,5.4683,0.6563981042654028,0.0593,48.3127,0.6779089376053963,0.9371,0.9118,0.04,0.0537,34.333,0.6554934823091249,EE2
0.5,0.15,0.0601,18.0193,0.5141430948419301,0.0825,61.8563,0.5212121212121211,0.8944,0.8544,0.051,0.0747,46.6779,0.5046854082998661,EE3
0.5,0.2,0.078,16.9173,0.43076923076923074,0.1079,61.7754,0.42539388322520855,0.8431,0.7875,0.0667,0.0958,43.5543,0.41544885177453034,EE4
0.7,0.03,0.0291,-11.4677,1.5601374570446735,0.0647,96.8066,1.4806800618238023,0.9781,0.9726,0.0329,0.0357,8.5133,1.4901960784313724,EE1
0.7,0.06,0.0529,2.8854,1.10586011342155,0.1094,112.7178,1.0283363802559415,0.9516,0.9321,0.0514,0.0625,21.4302,1.056,EE2
0.7,0.09,0.072,23.8475,0.7472222222222222,0.1479,154.5655,0.7606490872210954,0.9199,0.8879,0.0581,0.0837,44.0572,0.7287933094384708,EE3
0.7,0.12,0.0892,23.331,0.6614349775784752,0.1882,160.2198,0.6493092454835282,0.8878,0.8466,0.0723,0.1029,42.3089,0.6423712342079689,EE4
