censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0104,-7.1028,0.701923076923077,0.0252,126.1924,0.5952380952380952,0.9458,0.9289,0.0112,0.0642,475.4703,0.5872274143302181,EE1
0.1,0.18,0.0184,-5.3929,0.592391304347826,0.0425,118.8739,0.4023529411764706,0.8822,0.8497,0.0194,0.1081,456.8294,0.40795559666975023,EE2
0.1,0.27,0.0255,-8.9026,0.5490196078431373,0.0578,106.1373,0.3408304498269896,0.813,0.7677,0.028,0.1458,419.9677,0.3148148148148148,EE3
0.1,0.36,0.0335,-7.6791,0.5432835820895522,0.0729,101.0183,0.33607681755829905,0.7378,0.683,0.0363,0.1814,400.0937,0.2927232635060639,EE4
0.3,0.07,0.0112,5.2039,0.6517857142857143,0.0445,319.4157,0.6449438202247191,0.9528,0.9379,0.0106,0.0609,474.0237,0.6535303776683087,EE1
0.3,0.14,0.0196,3.6534,0.5663265306122449,0.0756,299.348,0.4298941798941799,0.897,0.8679,0.0189,0.1011,434.014,0.427299703264095,EE2
0.3,0.21,0.0278,0.7116,0.5323741007194245,0.1042,277.0634,0.36372360844529755,0.8348,0.7927,0.0276,0.136,392.3297,0.3551470588235294,EE3
0.3,0.28,0.0363,0.8917,0.5206611570247934,0.1337,272.041,0.32834704562453254,0.7677,0.7154,0.0359,0.1727,380.516,0.3248407643312102,EE4
0.5,0.05,0.0117,16.5046,0.7008547008547009,0.0698,596.5189,0.8796561604584527,0.961,0.9484,0.01,0.0564,462.0083,0.8652482269503546,EE1
0.5,0.1,0.0208,12.3093,0.6634615384615384,0.1152,522.8243,0.6197916666666667,0.9179,0.8936,0.0185,0.0916,394.9704,0.6102620087336245,EE2
0.5,0.15,0.0293,17.4568,0.5631399317406144,0.1601,542.4195,0.4834478450968145,0.8684,0.8336,0.0249,0.124,397.4005,0.47903225806451616,EE3
0.5,0.2,0.0371,7.5859,0.522911051212938,0.2038,491.1198,0.4131501472031403,0.8145,0.7696,0.0345,0.1548,349.1516,0.41085271317829464,EE4
0.7,0.03,0.0132,41.7162,0.7727272727272728,0.1326,1320.0771,1.1184012066365008,0.9704,0.961,0.0093,0.049,425.3146,1.040816326530612,EE1
0.7,0.06,0.0232,44.127,0.6637931034482759,0.2246,1296.6592,0.7484416740872663,0.9395,0.9204,0.0161,0.0802,398.6734,0.7182044887780549,EE2
0.7,0.09,0.0343,34.439,0.7638483965014579,0.364,1328.1042,0.7478021978021978,0.9011,0.8724,0.0255,0.1157,354.0381,0.7225583405358685,EE3
0.7,0.12,0.0431,37.2944,0.6194895591647333,0.5233,1567.6242,0.5675520733804701,0.862,0.8254,0.0314,0.1421,352.7042,0.5545390570021111,EE4
