censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0176,2.1358,0.49431818181818177,0.0203,17.4803,0.5270935960591133,0.9458,0.9346,0.0173,0.0325,88.0659,0.5692307692307692,EE1
0.1,0.18,0.0302,4.9956,0.38741721854304634,0.0338,17.6341,0.4082840236686391,0.8822,0.8551,0.0288,0.0521,80.9819,0.4030710172744722,EE2
0.1,0.27,0.041,3.1581,0.3292682926829268,0.0454,14.2251,0.33920704845814975,0.813,0.7707,0.0398,0.0682,71.4003,0.31378299120234604,EE3
0.1,0.36,0.0502,4.931,0.28685258964143423,0.0554,15.6952,0.29061371841155237,0.7378,0.6827,0.0479,0.0818,70.9558,0.25916870415647925,EE4
0.3,0.07,0.0187,8.6636,0.6149732620320855,0.0262,52.3502,0.6717557251908397,0.9528,0.9434,0.0172,0.0319,85.467,0.6802507836990597,EE1
0.3,0.14,0.0319,9.8435,0.4702194357366771,0.0425,46.2065,0.48,0.897,0.8734,0.0291,0.0513,76.5332,0.47758284600389866,EE2
0.3,0.21,0.0436,11.0103,0.3555045871559633,0.0576,46.665,0.359375,0.8348,0.7974,0.0393,0.0681,73.2833,0.35095447870778274,EE3
0.3,0.28,0.0543,7.3171,0.34990791896869244,0.0716,41.5004,0.3393854748603352,0.7677,0.7185,0.0506,0.0828,63.7257,0.32850241545893716,EE4
0.5,0.05,0.0208,7.3677,0.9903846153846154,0.0371,90.8577,0.9784366576819407,0.961,0.9533,0.0194,0.0327,68.5517,0.9694189602446482,EE1
0.5,0.1,0.0327,21.0414,0.5198776758409787,0.0547,102.3115,0.5722120658135283,0.9179,0.9005,0.027,0.0487,80.161,0.5379876796714579,EE2
0.5,0.15,0.0456,20.0459,0.4407894736842105,0.0751,97.6546,0.47003994673768307,0.8684,0.8397,0.038,0.0659,73.3687,0.44157814871016693,EE3
0.5,0.2,0.0574,19.0774,0.40592334494773524,0.0935,94.1188,0.3978609625668449,0.8145,0.7746,0.0482,0.0815,69.0838,0.3938650306748466,EE4
0.7,0.03,0.0249,-25.624,1.4738955823293174,0.0701,109.3692,1.406562054208274,0.9704,0.9648,0.0335,0.0352,5.0308,1.3721590909090908,EE1
0.7,0.06,0.0377,28.551,0.8673740053050398,0.0993,238.3709,0.8962739174219536,0.9395,0.928,0.0294,0.0506,72.5552,0.8656126482213439,EE2
0.7,0.09,0.0545,20.023,0.7211009174311926,0.1496,229.3842,0.7573529411764706,0.9011,0.8785,0.0454,0.071,56.3513,0.7028169014084508,EE3
0.7,0.12,0.0699,28.2163,0.5979971387696709,0.2123,289.373,0.6443711728685823,0.862,0.8307,0.0545,0.0898,64.8046,0.5913140311804008,EE4
