censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0194,-12.4435,0.7525773195876289,0.0263,18.867,0.7452471482889733,0.9639,0.9497,0.0221,0.0494,123.1936,0.7429149797570851,EE1
0.1,0.18,0.0352,-5.5396,0.5056818181818181,0.0447,20.1572,0.5279642058165548,0.9143,0.8794,0.0372,0.0806,116.4206,0.4764267990074441,EE2
0.1,0.27,0.0502,-1.6788,0.42231075697211157,0.0618,21.1496,0.42718446601941745,0.8588,0.8062,0.051,0.1084,112.4551,0.3699261992619926,EE3
0.1,0.36,0.0662,-2.5833,0.3640483383685801,0.0805,18.5979,0.36149068322981365,0.7877,0.7159,0.0679,0.138,103.2643,0.2978260869565217,EE4
0.3,0.07,0.0217,-13.2807,0.9447004608294931,0.0399,59.5911,0.9022556390977443,0.9669,0.9542,0.025,0.0502,100.8116,0.896414342629482,EE1
0.3,0.14,0.0378,-0.3779,0.5846560846560847,0.0638,68.3965,0.5909090909090909,0.9259,0.8953,0.0379,0.0785,107.2195,0.5668789808917197,EE2
0.3,0.21,0.0543,7.2651,0.4714548802946593,0.0892,76.3169,0.4506726457399103,0.8741,0.8268,0.0506,0.108,113.4069,0.4305555555555556,EE3
0.3,0.28,0.071,4.6837,0.419718309859155,0.1143,68.4889,0.3823272090988627,0.8137,0.7485,0.0678,0.1363,100.8716,0.36096845194424065,EE4
0.5,0.05,0.0229,-26.5223,1.240174672489083,0.0565,81.3998,1.1132743362831858,0.9724,0.9637,0.0311,0.0471,51.201,1.1252653927813163,EE1
0.5,0.1,0.0415,4.2277,0.6915662650602409,0.0932,134.3245,0.6942060085836909,0.9371,0.9119,0.0398,0.0776,94.9799,0.6752577319587629,EE2
0.5,0.15,0.0599,17.4831,0.5375626043405676,0.1306,156.3518,0.5290964777947933,0.8944,0.8544,0.051,0.1069,109.8344,0.5126286248830684,EE3
0.5,0.2,0.078,16.63,0.45,0.1681,151.4262,0.421772754312909,0.8431,0.7874,0.0669,0.1356,102.7796,0.41224188790560473,EE4
0.7,0.03,0.0283,-13.1439,1.5477031802120143,0.117,258.8699,1.47008547008547,0.9781,0.9726,0.0326,0.0492,50.9054,1.4430894308943087,EE1
0.7,0.06,0.0519,1.3539,1.1271676300578035,0.2063,302.6292,1.0475036354823073,0.9516,0.9322,0.0512,0.0835,62.8884,1.0215568862275448,EE2
0.7,0.09,0.0708,21.7956,0.751412429378531,0.2826,386.1911,0.7823779193205944,0.9199,0.8879,0.0581,0.1103,89.7555,0.7153218495013599,EE3
0.7,0.12,0.0885,22.1667,0.6790960451977401,0.3659,405.3008,0.6704017491117792,0.8878,0.8467,0.0724,0.1351,86.5586,0.6299037749814952,EE4
