censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0109,0.148,0.5504587155963303,0.0151,38.9896,0.5960264900662251,0.9639,0.9405,0.0108,0.0324,199.0317,0.5864197530864198,EE1
0.1,0.18,0.0206,-5.1954,0.4029126213592233,0.0279,28.3307,0.38351254480286734,0.9143,0.8693,0.0217,0.0583,167.9005,0.38250428816466553,EE2
0.1,0.27,0.0289,-7.7693,0.384083044982699,0.0387,23.7901,0.35142118863049093,0.8588,0.7982,0.0313,0.08,155.5563,0.32125,EE3
0.1,0.36,0.0399,-6.525,0.39348370927318294,0.0535,25.3473,0.35887850467289717,0.7877,0.7153,0.0427,0.1083,153.4514,0.3231763619575254,EE4
0.3,0.07,0.0119,7.3736,0.6386554621848739,0.0242,118.0865,0.7231404958677687,0.9669,0.9446,0.0111,0.0322,190.4297,0.7049689440993789,EE1
0.3,0.14,0.0212,4.54,0.4386792452830188,0.0411,102.6238,0.43552311435523117,0.9259,0.8852,0.0203,0.0542,167.3724,0.4354243542435424,EE2
0.3,0.21,0.0305,1.451,0.39672131147540984,0.0596,98.5168,0.3573825503355705,0.8741,0.8181,0.03,0.0763,154.3381,0.35255570117955437,EE3
0.3,0.28,0.0417,-0.1125,0.4364508393285372,0.0798,91.1955,0.36967418546365916,0.8137,0.7447,0.0417,0.1016,143.4216,0.359251968503937,EE4
0.5,0.05,0.0123,14.0546,0.6666666666666667,0.035,223.5471,0.8599999999999999,0.9724,0.9533,0.0108,0.0295,172.9037,0.823728813559322,EE1
0.5,0.1,0.0223,13.9637,0.4080717488789238,0.06,207.1636,0.40166666666666667,0.9371,0.9018,0.0195,0.0503,157.2423,0.3976143141153082,EE2
0.5,0.15,0.0329,14.7644,0.4346504559270517,0.0883,207.5801,0.40543601359003395,0.8944,0.8439,0.0287,0.0721,151.2552,0.4022191400832178,EE3
0.5,0.2,0.0435,10.2916,0.44367816091954027,0.1172,197.5451,0.38566552901023887,0.8431,0.7805,0.0394,0.0937,137.8927,0.3874066168623265,EE4
0.7,0.03,0.0142,29.6969,0.7676056338028169,0.0654,495.1253,1.0122324159021405,0.9781,0.9625,0.011,0.0278,153.116,0.9424460431654678,EE1
0.7,0.06,0.0253,33.1199,0.5691699604743083,0.1173,515.7934,0.6487638533674339,0.9516,0.9217,0.019,0.0477,150.5446,0.6163522012578616,EE2
0.7,0.09,0.0367,31.1705,0.6539509536784741,0.1696,505.9735,0.6326650943396227,0.9199,0.8778,0.028,0.0671,139.8702,0.6199701937406854,EE3
0.7,0.12,0.0476,38.2083,0.5567226890756302,0.2295,566.767,0.5241830065359477,0.8878,0.8351,0.0344,0.0856,148.6534,0.5210280373831776,EE4
