censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0105,-4.049,0.5619047619047619,0.0184,69.1687,0.5869565217391305,0.9639,0.9405,0.0109,0.0445,308.6202,0.6089887640449438,EE1
0.1,0.18,0.02,-8.2141,0.44,0.0338,55.3179,0.3905325443786983,0.9143,0.8693,0.0218,0.0796,265.4426,0.38442211055276376,EE2
0.1,0.27,0.0284,-9.2584,0.4295774647887324,0.0467,49.0192,0.36188436830835113,0.8588,0.7982,0.0313,0.1092,248.3971,0.3214285714285714,EE3
0.1,0.36,0.0397,-7.1388,0.4307304785894207,0.0645,51.1107,0.3550387596899225,0.7877,0.7153,0.0427,0.1478,245.9931,0.32138024357239514,EE4
0.3,0.07,0.0115,3.3543,0.7478260869565218,0.0318,185.6172,0.7421383647798742,0.9669,0.9446,0.0111,0.0433,288.4452,0.7297921478060048,EE1
0.3,0.14,0.0209,2.8487,0.45933014354066987,0.0546,169.108,0.4432234432234432,0.9259,0.8852,0.0203,0.0734,261.8674,0.43732970027247947,EE2
0.3,0.21,0.03,-0.0763,0.43333333333333335,0.0793,163.9856,0.36065573770491804,0.8741,0.818,0.03,0.1035,244.4296,0.357487922705314,EE3
0.3,0.28,0.0407,-2.4733,0.4717444717444717,0.1049,151.1671,0.36606291706387034,0.8137,0.7447,0.0418,0.1371,228.066,0.35594456601021157,EE4
0.5,0.05,0.0122,12.9892,0.6393442622950819,0.0481,346.8465,0.8461538461538463,0.9724,0.9533,0.0108,0.0396,268.2404,0.8257575757575757,EE1
0.5,0.1,0.0218,11.7787,0.4403669724770642,0.0822,321.4245,0.40754257907542585,0.9371,0.9018,0.0195,0.067,243.3883,0.40298507462686567,EE2
0.5,0.15,0.0326,13.6102,0.46932515337423314,0.1213,322.5207,0.41220115416323166,0.8944,0.844,0.0287,0.0962,235.1538,0.4064449064449065,EE3
0.5,0.2,0.0431,9.3996,0.46635730858468677,0.1611,308.4638,0.3879577901924271,0.8431,0.7805,0.0394,0.125,216.903,0.3864,EE4
0.7,0.03,0.0141,27.7227,0.7872340425531915,0.0914,726.6379,1.0207877461706782,0.9781,0.9625,0.0111,0.0361,226.6931,0.9916897506925207,EE1
0.7,0.06,0.0251,31.5487,0.6095617529880477,0.1665,771.0418,0.6648648648648648,0.9516,0.9217,0.0191,0.0622,225.4472,0.639871382636656,EE2
0.7,0.09,0.0364,29.6569,0.6813186813186812,0.2411,757.7552,0.6412277063459145,0.9199,0.8777,0.0281,0.0873,210.518,0.6277205040091638,EE3
0.7,0.12,0.0473,37.1837,0.5940803382663847,0.3281,851.9698,0.5236208473026517,0.8878,0.8351,0.0345,0.111,222.0377,0.5270270270270271,EE4
