censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.016,-9.3226,0.63125,0.0203,14.8365,0.6502463054187193,0.9639,0.9446,0.0177,0.0379,114.3792,0.6886543535620052,EE1
0.1,0.18,0.0294,0.404,0.4285714285714286,0.0355,21.1856,0.4394366197183099,0.9143,0.8748,0.0293,0.0643,119.0957,0.4121306376360809,EE2
0.1,0.27,0.0412,-3.9603,0.3592233009708738,0.0495,15.4306,0.3434343434343434,0.8588,0.7991,0.0429,0.088,105.4108,0.32272727272727275,EE3
0.1,0.36,0.0549,-1.6474,0.33515482695810567,0.0655,17.3846,0.3175572519083969,0.7877,0.7108,0.0558,0.1136,103.455,0.2764084507042253,EE4
0.3,0.07,0.0173,0.2033,0.653179190751445,0.0293,70.2574,0.7337883959044368,0.9669,0.9498,0.0172,0.0373,116.6481,0.7399463806970509,EE1
0.3,0.14,0.0304,5.7569,0.5,0.0488,69.9277,0.4938524590163934,0.9259,0.8913,0.0287,0.0616,114.4991,0.49188311688311687,EE2
0.3,0.21,0.0439,3.4675,0.3963553530751708,0.0697,64.4283,0.381635581061693,0.8741,0.8201,0.0424,0.0855,101.799,0.3684210526315789,EE3
0.3,0.28,0.0578,4.9658,0.3633217993079585,0.0901,63.6354,0.3340732519422863,0.8137,0.7439,0.0551,0.1098,99.3222,0.319672131147541,EE4
0.5,0.05,0.0188,3.7145,0.7978723404255319,0.0426,135.4579,0.9131455399061033,0.9724,0.958,0.0181,0.0363,100.5951,0.8898071625344354,EE1
0.5,0.1,0.032,15.4618,0.521875,0.0672,142.6809,0.5625,0.9371,0.9091,0.0277,0.0573,106.8012,0.5462478184991274,EE2
0.5,0.15,0.0474,11.2916,0.47257383966244726,0.0994,133.3067,0.47585513078470826,0.8944,0.849,0.0426,0.0829,94.4343,0.45958986731001206,EE3
0.5,0.2,0.0624,9.2499,0.43910256410256415,0.1297,127.0452,0.4140323824209714,0.8431,0.7812,0.0571,0.1066,86.4899,0.4043151969981238,EE4
0.7,0.03,0.0228,-2.7113,1.4868421052631577,0.0836,256.3758,1.473684210526316,0.9781,0.9677,0.0235,0.0372,58.5751,1.3978494623655915,EE1
0.7,0.06,0.0377,17.1323,0.8381962864721487,0.1348,318.8593,0.8813056379821959,0.9516,0.93,0.0322,0.0583,81.3303,0.8301886792452831,EE2
0.7,0.09,0.0541,24.1241,0.6377079482439927,0.1928,342.7343,0.66701244813278,0.9199,0.885,0.0436,0.0818,87.7653,0.6283618581907091,EE3
0.7,0.12,0.0699,24.0377,0.5736766809728182,0.2648,369.9471,0.6136706948640485,0.8878,0.8412,0.0563,0.1046,85.6185,0.5678776290630976,EE4
