censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.0121,-7.3254,0.5619834710743802,0.0223,71.3867,0.5112107623318386,0.9639,0.9414,0.013,0.0537,312.3969,0.5232774674115457,EE1
0.1,0.18,0.0221,-14.1894,0.502262443438914,0.0394,52.7939,0.3934010152284264,0.9143,0.8715,0.0258,0.0924,258.6461,0.35930735930735935,EE2
0.1,0.27,0.0325,-11.6812,0.47384615384615386,0.0564,53.352,0.36524822695035464,0.8588,0.7987,0.0368,0.1302,253.71,0.32949308755760365,EE3
0.1,0.36,0.0445,-10.442,0.4629213483146068,0.0766,54.0827,0.35509138381201044,0.7877,0.7089,0.0497,0.1718,245.4389,0.2980209545983702,EE4
0.3,0.07,0.0135,2.2505,0.5555555555555556,0.0379,187.6919,0.6279683377308707,0.9669,0.9459,0.0132,0.0512,288.335,0.6367187499999999,EE1
0.3,0.14,0.024,-4.5829,0.5083333333333333,0.0656,160.5413,0.47408536585365846,0.9259,0.887,0.0252,0.0876,248.0929,0.46803652968036535,EE2
0.3,0.21,0.0353,-2.5342,0.509915014164306,0.0963,165.9054,0.4080996884735203,0.8741,0.8181,0.0362,0.1245,243.7236,0.3895582329317269,EE3
0.3,0.28,0.0468,-4.8706,0.47649572649572647,0.1254,154.7929,0.32695374800637955,0.8137,0.7398,0.0492,0.1623,229.5901,0.32224276032039434,EE4
0.5,0.05,0.0148,2.421,1.0405405405405406,0.0605,317.5113,0.9322314049586777,0.9724,0.9546,0.0145,0.0494,240.8804,0.9251012145748988,EE1
0.5,0.1,0.0257,4.4282,0.5680933852140078,0.1026,317.1554,0.543859649122807,0.9371,0.9026,0.0246,0.0824,235.0341,0.5424757281553397,EE2
0.5,0.15,0.0386,6.4766,0.5284974093264249,0.1484,309.1917,0.4636118598382749,0.8944,0.8441,0.0363,0.1171,222.8144,0.466268146883006,EE3
0.5,0.2,0.0514,7.7433,0.4824902723735408,0.1998,318.9372,0.3883883883883884,0.8431,0.7773,0.0477,0.1529,220.7281,0.38914323086984953,EE4
0.7,0.03,0.0177,21.354,1.07909604519774,0.1243,753.8516,1.1834271922767499,0.9781,0.9642,0.0146,0.0476,226.7406,1.1491596638655461,EE1
0.7,0.06,0.0299,30.8967,0.6822742474916389,0.2106,821.3403,0.7345679012345679,0.9516,0.924,0.0229,0.0758,231.547,0.7137203166226913,EE2
0.7,0.09,0.0446,20.9059,0.6883408071748879,0.3127,747.6281,0.6789254876878797,0.9199,0.8781,0.0369,0.1083,193.602,0.6491228070175439,EE3
0.7,0.12,0.0566,30.7166,0.5530035335689046,0.4327,899.0433,0.5370926739080194,0.8878,0.8354,0.0433,0.1383,219.2504,0.5061460592913956,EE4
