censored_proportion,events_proportion,ijk_std,ijk_std_rel_error(%),ijk_std_cv,jkab_std,jkab_std_rel_error(%),jkab_std_cv,True_Y,RF_Y_pred,rf_emp_std,ijk_biased_std,ijk_biased_std_rel_error(%),ijk_biased_std_cv,events_bin
0.1,0.09,0.013,0.7056,0.39230769230769236,0.016,23.6691,0.41875,0.9639,0.9414,0.013,0.0297,129.2911,0.47474747474747475,EE1
0.1,0.18,0.0238,-7.7475,0.36134453781512604,0.0283,10.0788,0.34982332155477036,0.9143,0.8715,0.0258,0.051,98.0773,0.34313725490196084,EE2
0.1,0.27,0.0342,-6.5159,0.35964912280701755,0.0408,11.3436,0.35049019607843135,0.8588,0.7986,0.0366,0.0718,95.8928,0.3217270194986072,EE3
0.1,0.36,0.0465,-6.5477,0.36129032258064514,0.0552,10.8149,0.3423913043478261,0.7877,0.709,0.0498,0.0951,91.067,0.3017875920084122,EE4
0.3,0.07,0.0141,7.0234,0.48936170212765956,0.0227,72.4658,0.5726872246696034,0.9669,0.9459,0.0132,0.029,120.4858,0.5896551724137931,EE1
0.3,0.14,0.025,-0.5486,0.436,0.0388,54.7147,0.44329896907216493,0.9259,0.8869,0.0251,0.0493,96.4121,0.4523326572008114,EE2
0.3,0.21,0.0365,0.9086,0.4082191780821918,0.0568,57.0875,0.39612676056338025,0.8741,0.8182,0.0362,0.07,93.341,0.38428571428571423,EE3
0.3,0.28,0.0488,-0.3111,0.3709016393442623,0.075,52.9639,0.33333333333333337,0.8137,0.7398,0.049,0.0917,87.1282,0.3249727371864776,EE4
0.5,0.05,0.0155,6.1733,0.8838709677419355,0.0328,124.0961,0.8902439024390243,0.9724,0.9546,0.0146,0.0285,94.9818,0.8842105263157894,EE1
0.5,0.1,0.0266,7.997,0.481203007518797,0.055,123.7382,0.5254545454545454,0.9371,0.9026,0.0246,0.0474,92.7872,0.5147679324894515,EE2
0.5,0.15,0.0398,9.6784,0.4723618090452261,0.0808,122.7838,0.46782178217821785,0.8944,0.8442,0.0362,0.0683,88.2977,0.4626647144948756,EE3
0.5,0.2,0.0528,10.9585,0.42045454545454547,0.1085,128.0041,0.3880184331797235,0.8431,0.7771,0.0476,0.0895,88.1015,0.3888268156424581,EE4
0.7,0.03,0.0185,28.7861,0.9837837837837838,0.0631,340.0722,1.1473851030110935,0.9781,0.9641,0.0143,0.0293,104.099,1.0648464163822524,EE1
0.7,0.06,0.0309,34.7452,0.6310679611650485,0.1045,354.8495,0.7177033492822966,0.9516,0.9239,0.023,0.047,104.8135,0.6787234042553191,EE2
0.7,0.09,0.0452,21.3416,0.6460176991150443,0.1529,310.5873,0.6657946370176586,0.9199,0.878,0.0372,0.0672,80.4193,0.6398809523809523,EE3
0.7,0.12,0.0578,33.1464,0.5103806228373703,0.2067,375.7555,0.5166908563134979,0.8878,0.8355,0.0434,0.0856,97.1299,0.4964953271028038,EE4
